iri,label,definition
http://lmss.sali.org/RBaDrQrVPFbshcpKEHeaSE0,matter_desc,"""Description of work performed this period.  
"""
http://lmss.sali.org/RBaGZ6KNYKsLyn8IJ2XiDbb,Oncology Negligence,"Negligence in the field of oncology, where a healthcare provider fails to provide the appropriate standard of care in the diagnosis, treatment, or management of cancer."
http://lmss.sali.org/RBaJDWY4eliIvdRb35ib3Bw,Bar Date Motion,A Bar Date Motion in Bankruptcy is a legal request made by a debtor to set a deadline for creditors to file claims against the debtor's estate.
http://lmss.sali.org/RBaK4xLFKOc03lK7yvomBdd,Pretrial Conference,"A pretrial conference is a court-mandated meeting between parties involved in a legal case before the trial, where they discuss the case and attempt to reach a settlement."
http://lmss.sali.org/RBaL12q3x6rROmJNfKoPdIU,Guarani,"Guarani (Language) is a structured system of communication that consists of grammar and vocabulary, spoken in Paraguay and parts of Brazil and Argentina."
http://lmss.sali.org/RBaL7gtiLlgraIRVwa44vg2,Trademark Assets,"Trademark Assets are a type of Intellectual Property Assets that refer to any distinctive sign, symbol, or expression used to identify and distinguish the goods or services of one party from those of others."
http://lmss.sali.org/RBaZLdWyQY4GFmX1fjRca7P,New York City Court - Sherrill,New York City Court - Sherrill: A specific court within the New York City Court system that handles legal proceedings related to the town of Sherrill.
http://lmss.sali.org/RBaaZGdw6aXGlq7F2fEuG8z,Ijo languages,Ijo languages are a group of languages that belong to the Language top-level class and are spoken by the Ijo people in Nigeria and Equatorial Guinea.
http://lmss.sali.org/RBah224eIDAT3LANwvJ1gHF,New York District Court - Suffolk County - 4th District,"A court located in Suffolk County, New York, which is part of the larger New York District Court system."
http://lmss.sali.org/RBaiUXEp1Jdr4HUrjrsHie,Nisenen (Nishinam),
http://lmss.sali.org/RBam0YoKKhIiUplrUEZGSaV,Florida Circuit Court - Okeechobee County - 19th Circuit Court,"A court located in Okeechobee County, Florida that is part of the 19th Circuit Court system."
http://lmss.sali.org/RBao5EUoMrCMBNi3z27Uiv4,Black,"Black (Ethnicity and Race) refers to a social and cultural identity associated with people of African descent, often used to describe individuals or groups who identify as Black or African American."
http://lmss.sali.org/RBartzGrOte2TVksxcDR8iH,Biological Parent,"A Biological Parent, also known as a birth parent, is an individual from whom a child inherits their genetic material. This refers to the mother, from whom a child is born, and the father, who contributes to the child's conception, distinguishing them from adoptive or step-parents."
http://lmss.sali.org/RBaxCpyimnR8O0OxIE0VeJb,Whistleblower Retaliation,Retaliation against an employee who reports illegal or unethical behavior by their employer.
http://lmss.sali.org/RBaxOxFMQvZEpB7rixknJJJ,Pennsylvania Magisterial District Court - Delaware County,A Pennsylvania Magisterial District Court in Delaware County is a specific court within the Pennsylvania Magisterial District Court system that has jurisdiction over minor criminal offenses and civil cases.
http://lmss.sali.org/RBayGjGnDv3Ir3FoM0MNXBv,Eastern Creek,
http://lmss.sali.org/RBb1yZeamyO4wj2dAFJdA5Z,Court-Mandated Conference,"A Court-Mandated Conference is a legal event that is required by a court order, typically held before a trial, where parties involved in a lawsuit meet to discuss the case and attempt to reach a settlement."
http://lmss.sali.org/RBb2LE4oG249P86Zgdrpekc,Active Employment Status,"Active Employment refers to the current, ongoing employment relationship between an employee and an employer, where the employee is actively engaged in work and fulfilling job responsibilities. This status usually means that the employee is eligible for all the benefits, salary, and protections provided by the employer"
http://lmss.sali.org/RBb3Q6Qo1avxssIdEUxqrII,Arizona Superior Court - Graham Cty.,Arizona Superior Court - Graham Cty. is a specific court within the Arizona Superior Court system that has jurisdiction over legal matters within Graham County.
http://lmss.sali.org/RBb7YWYUEKvDw31Xltwis9C,Florida Circuit Court - Seminole County - 18th Circuit Court,The Florida Circuit Court - Seminole County (18th Circuit Court) is a specific court within the Florida Circuit Court system that has jurisdiction over legal proceedings in Seminole County.
http://lmss.sali.org/RBb8oJSFqUaoQVYApbmyvqy,Thlopthlocco Tribal Town,
http://lmss.sali.org/RBbDWF7OnMJ0RfuerY0rOYx,Port Gamble S'Klallam Tribe,
http://lmss.sali.org/RBbFzfguO1njfNgGR3ek91D,U.S. Trustee,From U.S. Bankruptcy Court PACER
http://lmss.sali.org/RBbK90zM6tKoysk6VibLWgu,Date of Birth,"Date of Birth is the specific day, month, and year on which an individual was born. It is a key piece of identifying information used in various legal, medical, and financial contexts, often required for verification of age, eligibility, and identity."
http://lmss.sali.org/RBbLGuIZj86AlYd3J72PKhl,Addendum Clause,An addendum clause is a provision added to a contract that modifies or supplements the original terms of the agreement.
http://lmss.sali.org/RBbPbGXI0ECmsyi7dWGinsK,lf_matter_id,"""The law firm assigned matter id or case reference number. Multiple lf_matter_id's can be billed in the same invoice.   
"""
http://lmss.sali.org/RBbVr08ni0ykf4kDz64OTwZ,"""Limited Partner"" Definition",
http://lmss.sali.org/RBbWO1nfadlG5aeLsW8SwHd,Missouri Circuit Court - Iron County,"Missouri Circuit Court - Iron County refers to a specific court within the Missouri Circuit Court system that has jurisdiction over legal matters within Iron County, Missouri."
http://lmss.sali.org/RBbWg6xic2y9L6zhfJRuvsy,Sweat Evidence,"Sweat evidence refers to the traces of perspiration found on surfaces or objects. While sweat itself contains limited DNA, the skin cells often shed within it can be analyzed for DNA, potentially connecting a person to a specific location or item."
http://lmss.sali.org/RBbZPgXlE01EfVRW5KzHOD5,"""Maturity Date""/""Termination Date"" Definition",
http://lmss.sali.org/RBbZgxIJ2nJRO1JbKGtnXMK,Settlement Amount,
http://lmss.sali.org/RBbaw40Zns8HtOb84G6pkF3,Georgia Superior Court - Clay County,Georgia Superior Court - Clay County refers to a specific court within the Georgia Superior Court system that has jurisdiction over legal matters within Clay County.
http://lmss.sali.org/RBbe3FYj4RbGYHn9azrp82w,B400 Bankruptcy-Related Advice,
http://lmss.sali.org/RBbjh6B7AdBQ6Bks9h6sEwE,Providing Alcohol to Minor,"The act of giving or serving alcoholic beverages to an individual who is under the legal drinking age, which may result in legal consequences such as charges of negligence or violation of liquor laws."
http://lmss.sali.org/RBbkDB8kd8SkZbK5vvNejND,Motion to Dismiss for Failure to State a Claim,A Motion to Dismiss for Failure to State a Claim is a legal request made by a defendant to dismiss a case on the grounds that the plaintiff has failed to allege sufficient facts to support a legal claim.
http://lmss.sali.org/RBbkwoH1uH2PhTq4RgSutqL,Buyer Consent Requirement Language,"A requirement for the buyer's explicit agreement to certain terms or conditions, which is included in an affirmative covenant."
http://lmss.sali.org/RBbmAr7UZlvBSjbTLZeA5I9,Unlawful Wage Garnishment Claim,"An unlawful wage garnishment claim is a legal action initiated by an employee against their employer for not complying with the legal requirements for wage garnishment. Wage garnishment occurs when a creditor obtains a court order to deduct a portion of an employee's wages to satisfy a debt. The claim typically arises when an employer improperly withholds too much of an employee's wages or does not follow the proper legal procedures for wage garnishment, which can result in financial harm to the employee. Employers can also face liability for not protecting employees from unlawful garnishment orders."
http://lmss.sali.org/RBbySQBPY3e7lHvT4NBp4Cu,Mechanics' Lien,A Mechanics' Lien is a type of lien that allows a contractor or supplier to place a claim on a property they have worked on if they have not been paid for their services or materials.
http://lmss.sali.org/RBc09F49xi1kJWJxboFxFhg,City Liability,City Liability refers to the legal responsibility of a municipality for any harm or damage caused to individuals or property due to the actions or negligence of the city or its employees.
http://lmss.sali.org/RBc2FRP53sM6euO1KWyM3Eb,Fort Sill apache Tribe of Oklahoma,
http://lmss.sali.org/RBc5RGWuFjIluthibNwahF6,Telecommunications Industry,"Industries in this group provide telecommunications and the services related to that activity (e.g., telephony, including Voice over Internet Protocol (VoIP); cable and satellite television distribution services; Internet access; telecommunications reselling services). The group is primarily engaged in operating, and/or providing access to facilities for the transmission of voice, data, text, sound, and video."
http://lmss.sali.org/RBc62GMUSMNXO0uGLVIzSDj,L350 Discovery Motions,"A legal motion made during the discovery phase of a lawsuit, specifically related to requesting information or evidence from the opposing party."
http://lmss.sali.org/RBc6GT2EPDVvjwGyBkpaGya,Holdover Clause,"A holdover clause is a provision in a contract that allows a tenant to remain in possession of a property after the lease has expired, usually on a month-to-month basis, until either party terminates the agreement."
http://lmss.sali.org/RBc6oqiKweeX4V16bHrd1ue,Speech and Debate Clause Claim,"A Speech and Debate Clause claim refers to a legal argument based on the constitutional provision that grants legislators immunity from civil or criminal liability for statements made during legislative proceedings. This claim protects legislators from being sued or prosecuted for defamation, libel, or other legal actions arising from their speech or debate in the legislative context."
